deu-enh,eng,warning,Qid_detail
lübsteck,lovage,,Q27615
lübstekk,lovage,,Q27615
lübstekk,lovage,,Q27615
lübstükkel,lovage,,Q27615
lübstükkel,lovage,,Q27615
luebsteck,lovage,,Q27615
luebstikel,lovage,,Q27615
luembel,loin,,Q1574029
luemel,loin,,Q1574029
luenge,calf's lung,,Q68497339
luengel,lung,warningANIMAL,Q7886
luengen,lung,warningANIMAL,Q7886
luengenn,lung,warningANIMAL,Q7886
luetts brin,pear,,Q13099586
luieschen,lovage,,Q27615
lumb pratten,lamprey,,Q261485
lumbel,loin,,Q1574029
lung,lung,warningANIMAL,Q7886
lunge,lung,warningANIMAL,Q7886
lungel,lung,warningANIMAL,Q7886
lungell,lung,warningANIMAL,Q7886
lungele,lung,warningANIMAL,Q7886
lungel von dem chalb,calf's lung,,Q68497339
lungel von dem kalb,calf's lung,,Q68497339
lungel von dem rech,roe-deer lung,,Q107246731
lungel von dem reche,roe-deer lung,,Q107246731
lungelen,lung,warningANIMAL,Q7886
lungelen von dem rech,roe-deer lung,,Q107246731
lungelnn,lung,warningANIMAL,Q7886
lungen,lung,warningANIMAL,Q7886
lungen,lung,warningANIMAL,Q7886
lungen von dem rech,roe-deer lung,,Q107246731
lungenn,lung,warningANIMAL,Q7886
lunggen,lung,warningANIMAL,Q7886
lungell von dem rech,roe-deer lung,,Q107246731
lungl,lung,warningANIMAL,Q7886
lungun,lung,warningANIMAL,Q7886
lunngell,lung,warningANIMAL,Q7886
lupstickel,lovage,,Q27615
lutts birn,pear,,Q13099586
lymonn saff,lemon juice,,Q1375049
lynden,linden leaf,,Q7406913
lytten,unsolved,,Q0
macis,mace,,Q1882876
macis blü,mace,,Q1882876
madel,almond,,Q184357
maeerfissch,saltwater fish,,Q5364423
maegell,chicken stomach,,Q67210992
maegen,opium poppy,warningKONTEXT,Q2007388
maeglein,stomach,warningANIMAL,Q1029907
maeglin,stomach,warningANIMAL,Q1029907
maelbs,flour,warningPFLANZE,Q36465
maen,opium poppy,,Q2007388
mag,opium poppy,warningKONTEXT,Q2007388
mag oel,poppy seed oil,,Q104126314
mag samen,opium poppy,warningKONTEXT,Q2007388
mage,opium poppy,,Q2007388
magel,stomach,warningANIMAL,Q1029907
magellein,stomach,warningANIMAL,Q1029907
magen,opium poppy,warningKONTEXT,Q2007388
magen,stomach,warningANIMAL,Q1029907
magen milch,poppy seed milk,,Q107246708
magenmilch,poppy seed milk,,Q107246708
magen milich,poppy seed milk,,Q107246708
magen oel,poppy seed oil,,Q104126314
magenn,stomach,warningANIMAL,Q1029907
magenn,stomach,warningANIMAL,Q1029907
mager flaissch,lean meat,,Q107262071
magersrindtfleisch,beef,,Q192628
maglein,stomach,warningANIMAL,Q1029907
magmilch,poppy seed milk,,Q107246708
magn,opium poppy,,Q2007388
magoel,poppy seed oil,,Q104126314
mahe,opium poppy,,Q2007388
mahen,opium poppy,,Q2007388
mahen milch,poppy seed milk,,Q107246708
mahn,opium poppy,,Q2007388
mala punica,pomegranate,,Q13222088
malagram,pomegranate,,Q13222088
malagranat,pomegranate,,Q13222088
maldl,almond,,Q184357
malegranat,pomegranate,,Q13222088
malgran,pomegranate,,Q13222088
malignate,pomegranate,,Q13222088
malmasie,malvasia,,Q1165349
malmasyer ,malvasia,,Q1165349
malmasyr,malvasia,,Q1165349
malogranat,pomegranate,,Q13222088
malt,orache,,Q157801
malten,orache,,Q157801
maluasier,malvasia,,Q1165349
maluasya,malvasia,,Q1165349
mandaten,almond,,Q184357
mandate,unsolved,,Q0
mandate,unsolved,,Q0
mandel,almond,,Q184357
mändel,almond,,Q184357
mandel cheren,almond,,Q184357
mandel cherenn,almond,,Q184357
mandel chern,almond,,Q184357
mandel cherne,almond,,Q184357
mandel chernen,almond,,Q184357
mandel chernn,almond,,Q184357
mandel ches,cheese analogue,,Q1568226
mandel ckernn,almond,,Q184357
mandelen mylch,almond milk,,Q975953
mandel keren,almond,,Q184357
mandel kern,almond,,Q184357
mandel kerne,almond,,Q184357
mandel kernen,almond,,Q184357
mandel kernn,almond,,Q184357
mandell cheren,almond,,Q184357
mandell cherenn,almond,,Q184357
mandellkerenn,almond,,Q184357
mandel mich,almond milk,,Q975953
mandel milch,almond milk,,Q975953
mandel milich,almond milk,,Q975953
mandel millich,almond milk,,Q975953
mandel oel,almond oil,,Q1164590
mandelchern,almond,,Q184357
mandelcherne,almond,,Q184357
mandelen,almond,,Q184357
mandelkaeesz,cheese analogue,,Q1568226
mandelkeren,almond,,Q184357
mandelkern,almond,,Q184357
mandelkerne,almond,,Q184357
mandelkernen,almond,,Q184357
mandelkernn,almond,,Q184357
mandelkören,almond,,Q184357
mandell,almond,,Q184357
mandell cherenn,almond,,Q184357
mandell milch,almond milk,,Q975953
mandellmilch,almond milk,,Q975953
mandellen,almond,,Q184357
mandelln,almond,,Q184357
mandelmich,almond milk,,Q975953
mandelmilch,almond milk,,Q975953
mandell milich,almond milk,,Q975953
mandelmilich,almond milk,,Q975953
mandeln,almond,,Q184357
mandelnn,almond,,Q184357
mandeloel,almond oil,,Q1164590
mandeloels,almond oil,,Q1164590
mandels,almond,,Q184357
mandelss,almond,,Q184357
mandl,almond,,Q184357
mandl chernn,almond,,Q184357
mandl milch,almond milk,,Q975953
mandlmilch,almond milk,,Q975953
mandl milich,almond milk,,Q975953
mandlenn,almond,,Q184357
mandolkern,almond,,Q184357
manel,almond,,Q184357
mangelt,chard,,Q157954
mangeltz,chard,,Q157954
mangold,chard,,Q157954
mangold pleter,chard,,Q157954
mangoldt,chard,,Q157954
mangolt,chard,,Q157954
mangolt blat,chard,,Q157954
mangolt keren,chard,,Q157954
mangolt kernen,chard,,Q157954
mangolt pletter,chard,,Q157954
mangolts,chard,,Q157954
manig golt,chard,,Q157954
manndel,almond,,Q184357
manndell milich,almond milk,,Q975953
manndl,almond,,Q184357
manndl milch,almond milk,,Q975953
mantel,almond,,Q184357
marach,morel,,Q1129282
march von einem rind aus aim grossem pain,cattle bone marrow,,Q107246462
marck,bone marrow,warningANIMAL,Q9606
markch,bone marrow,warningANIMAL,Q9606
marck von ainem rind,cattle bone marrow,,Q107246462
margran epfell,pomegranate,,Q13222088
margran saff,pomegranate juice,,Q3567034
margran wein,pomegranate wine,,Q107246707
margranepfel,pomegranate,,Q13222088
margransaff,pomegranate juice,,Q3567034
margrant enpfel,pomegranate,,Q13222088
margrant epfellen,pomegranate,,Q13222088
margrant eppfel saff,pomegranate juice,,Q3567034
margrant saff,pomegranate juice,,Q3567034
margrant wein,pomegranate wine,,Q107246707
margranteppfel,pomegranate,,Q13222088
margrenntten saff,pomegranate juice,,Q3567034
margrenteppfell saff,pomegranate juice,,Q3567034
margrentepphellsaff,pomegranate juice,,Q3567034
margrentten koernll,pomegranate seed,,Q103829622
maschen,"plum, a species of",,Q6401215
maseran,marjoram,,Q96181239
masran,unsolved,,Q0
mastick blue,mace,,Q1882876
mastix,mastic,,Q318367
mattkumich,caraway,,Q22978145
mauerochen,morel,,Q1129282
maulber,black mulberry,,Q161040
maulper,black mulberry,,Q161040
maulperr,black mulberry,,Q161040
maurachen,morel,,Q1129282
maurauchen,morel,,Q1129282
mauroch,morel,,Q1129282
maurochen,morel,,Q1129282
maurochenn,morel,,Q1129282
maurochn,morel,,Q1129282
mawerochen,morel,,Q1129282
mawl,pig's mouth,warningANIMAL,Q107246701
mawrochen,morel,,Q1129282
mawrochenn,morel,,Q1129282
mayen taw,dew,,Q41097
mazaran puluer,unsolved,,Q0
mazzran,unsolved,,Q0
meel,flour,warningPFLANZE,Q36465
meel von reis,rice flour,,Q1269205
meel von reiss,rice flour,,Q1269205
meell,flour,warningPFLANZE,Q36465
meels,flour,warningPFLANZE,Q36465
meersalcz,sea salt,,Q282694
megelech,chicken stomach,,Q67210992
megell,stomach,warningANIMAL,Q1029907
meglen,stomach,warningANIMAL,Q1029907
mehel,flour,warningPFLANZE,Q36465
mehid hebe,mead yeast,,Q96756698
mehil,flour,warningPFLANZE,Q36465
meiland,meadowsweet,,Q147176
meilantt,meadowsweet,,Q147176
mel,flour,warningPFLANZE,Q36465
melb,flour,warningPFLANZE,Q36465
melbe,flour,warningPFLANZE,Q36465
melbes,flour,warningPFLANZE,Q36465
melbs,flour,warningPFLANZE,Q36465
melde,orache,,Q157801
melden,orache,,Q157801
mele,flour,warningPFLANZE,Q36465
melebly,flour,warningPFLANZE,Q36465
meles,flour,warningPFLANZE,Q36465
melissen,lemon balm,,Q148396
mell,flour,warningPFLANZE,Q36465
melle,flour,warningPFLANZE,Q36465
melles,flour,warningPFLANZE,Q36465
mellon,melon,,Q5881191
mells,flour,warningPFLANZE,Q36465
melone,muskmelon,,Q61857870
melongias,eggplant,,Q12533094
mels,flour,warningPFLANZE,Q36465
mels weissen,wheat flour,,Q2249305
melte,orache,,Q157801
meltten,orache,,Q157801
melwe,flour,warningPFLANZE,Q36465
melwes,flour,warningPFLANZE,Q36465
mendel,almond,,Q184357
mendula,almond,,Q184357
menta,mint,,Q27640062
mente,mint,,Q27640062
mer rettich,horse radish,,Q2964630
mer spinnen,saltwater fish,,Q5364423
mer spynnen,saltwater fish,,Q5364423
mer swein,dolphin,,Q7369
mer vischen,saltwater fish,,Q5364423
merechtig,horse radish,,Q2964630
meret,horse radish,,Q2964630
merettich,horse radish,,Q2964630
merich,horse radish,,Q2964630
meroch,morel,,Q1129282
merr trawben,grape,,Q10978
merrech,horse radish,,Q2964630
merredch,horse radish,,Q2964630
merredich,horse radish,,Q2964630
merretich,horse radish,,Q2964630
merrich,horse radish,,Q2964630
merswein,dolphin,,Q7369
mertin,horse radish,,Q2964630
mertram,mint,,Q27640062
mertrubel,grape,,Q10978
mertrübel,grape,,Q10978
mertubel,grape,,Q10978
mervischen,saltwater fish,,Q5364423
merwasser,seawater,,Q184395
mess,unsolved,,Q0
mett,mead,,Q184442
mett hefen,mead yeast,,Q96756698
meydauewe,dew,,Q41097
meyland,meadowsweet,,Q147176
meysen beyn,chickadee bone,,Q107246463
mies,moss,,Q25347
milch,milk,warningKONTEXT,Q8495
milch schmaltz,butter,,Q34172
milch smaltz,butter,,Q34172
milich von magen,poppy seed milk,,Q107246708
milch von mandel,almond milk,,Q975953
milch von mandelkeren,almond milk,,Q975953
milch von mandelkern,almond milk,,Q975953
milche,milk,warningKONTEXT,Q8495
milchlin,unsolved,,Q0
milchraem,cream,,Q13228
milchram,cream,,Q13228
milchraum,cream,,Q13228
milchraums,cream,,Q13228
milch rom,cream,,Q13228
milchschmaltz,butter,,Q34172
milchsmaltz,butter,,Q34172
milchsmaltzs,butter,,Q34172
milchsmalz,butter,,Q34172
milcz,spleen,warningANIMAL,Q9371
milh,milk,warningKONTEXT,Q8495
milich,milk,warningKONTEXT,Q8495
milich aus den gesotten vischen,fish stock,,Q5454675
milich aus mandel,almond milk,,Q975953
milich von mandell,almond milk,,Q975953
milich pruee,milk stock,,Q107246646
milichraem,cream,,Q13228
milich ram,cream,,Q13228
milich schmaltz,butter,,Q34172
milich von mandel,almond milk,,Q975953
milich von grossen nuessenn,nut milk,,Q107246657
milich welicher lay dw wilt,milk substitute,,Q1626970
milichraems,cream,,Q13228
milichram,cream,,Q13228
milich ram,cream,,Q13228
milichräm,cream,,Q13228
millich,milk,warningKONTEXT,Q8495
milrams,cream,warningKONTEXT,Q13228
milte,orache,,Q157801
miltz,spleen,warningANIMAL,Q9371
mincz,mint,,Q27640062
mincze,mint,,Q27640062
minczen,mint,,Q27640062
minczen pletter,mint,,Q27640062
minczenpleter,mint,,Q27640062
minczenpletter,mint,,Q27640062
minsen,mint,,Q27640062
mintz,mint,,Q27640062
mintzen,mint,,Q27640062
mintzen pletern,mint,,Q27640062
minze,mint,,Q27640062
minzen,mint,,Q27640062
minzzen,mint,,Q27640062
mirre,myrrh,,Q203635
mispelen,medlar,,Q3092517
mispelen beren,medlar,,Q3092517
mittel schal von dem holler,elder cambium,,Q107261748
miunz,mint,,Q27640062
mmltz,spleen,warningANIMAL,Q9371
moch,unsolved,,Q0
moenblat,unsolved,,Q0
moenbletter,opium poppy,,Q2007388
moerben,turnip,,Q3916957
moerchen,morel,,Q1129282
moeren,morel,,Q1129282
mohen bletter,opium poppy,,Q2007388
molber,black mulberry,,Q161040
molchenn,whey,,Q185009
molken,whey,,Q185009
mollen ,crumb,,Q1552373
molt,orache,,Q157801
mölt,chard,,Q157954
molte,orache,,Q157801
montachen,morel,,Q1129282
morach,morel,,Q1129282
morachen,morel,,Q1129282
morcbenn,morel,,Q1129282
morche,morel,,Q1129282
morchen,morel,,Q1129282
morchenn,morel,,Q1129282
morech,morel,,Q1129282
morisrubi,bramble,,Q19842373
morochen,morel,,Q1129282
morouch,morel,,Q1129282
mos,moss,,Q25347
moss,moss,,Q25347
moß,moss,,Q25347
most,fruit juice,,Q20932605
mucken fuezze,flie's feet,,Q107246612
mucken fuozze,flie's feet,,Q107246612
muelbirnn,black mulberry,,Q161040
muenczen,mint,,Q27640062
muentz,mint,,Q27640062
muentzen,mint,,Q27640062
muerben,turnip,,Q3916957
muesberen,pear,,Q13099586
muescaden,nutmeg apple,,Q83165
muescat,nutmeg apple,,Q83165
muescat blud,mace,,Q1882876
muescaten,nutmeg apple,,Q83165
muescatnus,nutmeg apple,,Q83165
muescatpluet,mace,,Q1882876
mueschat,nutmeg apple,,Q83165
mueschaten,nutmeg apple,,Q83165
mueschcat,nutmeg apple,,Q83165
muesckatten,mace,,Q1882876
muestat,nutmeg apple,,Q83165
muintz,mint,,Q27640062
muintzen platt,mint,,Q27640062
muentzen platt,mint,,Q27640062
mulbere,black mulberry,,Q161040
mülberen,black mulberry,,Q161040
mulberr,black mulberry,,Q161040
mulch,milk,warningKONTEXT,Q8495
muleberen,black mulberry,,Q161040
munt,pig's snout,warningANIMAL,Q107246703
muntz,mint,,Q27640062
müntz,mint,,Q27640062
muntzen,mint,,Q27640062
muos birnn,pear,,Q13099586
muoscat,nutmeg apple,,Q83165
muri,saline water,,Q496805
musca,nutmeg apple,,Q83165
musca plue,mace,,Q1882876
muscaplued,mace,,Q1882876
musca plued,mace,,Q1882876
musca pluedt,mace,,Q1882876
müscaden,nutmeg apple,,Q83165
muscaplue,mace,,Q1882876
muscapluedt,mace,,Q1882876
muscat,nutmeg apple,,Q83165
müscat,nutmeg apple,,Q83165
muscat bluome,mace,,Q1882876
muscat nus,nutmeg apple,,Q83165
muscat plue,mace,,Q1882876
muscat plüed,mace,,Q1882876
muscat plueed,mace,,Q1882876
muscat pluet,mace,,Q1882876
muscat pluome,mace,,Q1882876
muscatblü,mace,,Q1882876
muscatblü,mace,,Q1882876
muscatblut,mace,,Q1882876
muscateller,Muscatel,,Q2380757
muscaten,nutmeg apple,,Q83165
muscatenn,nutmeg apple,,Q83165
muscaten pluomen,mace,,Q1882876
müscatnus,nutmeg apple,,Q83165
muscatplue,mace,,Q1882876
muscatplueet,mace,,Q1882876
muscatpluemen,mace,,Q1882876
muscatpluest,mace,,Q1882876
muscatpluet,mace,,Q1882876
muscatpluod,mace,,Q1882876
muscatplüt,mace,,Q1882876
muscatplwe,mace,,Q1882876
muscatt bluede,mace,,Q1882876
muscatplued,mace,,Q1882876
muscatt plued,mace,,Q1882876
muschast blumenn,mace,,Q1882876
muschat,nutmeg apple,,Q83165
müschat,nutmeg apple,,Q83165
muschat blie,mace,,Q1882876
muschat blume,mace,,Q1882876
muschat blumen,mace,,Q1882876
muschat bluomen,mace,,Q1882876
muschaten,nutmeg apple,,Q83165
muschatnus,nutmeg apple,,Q83165
muschat plue,mace,,Q1882876
muschatt plued,mace,,Q1882876
muschcad plued,mace,,Q1882876
müschcat,nutmeg apple,,Q83165
muschet,nutmeg apple,,Q83165
muschkat plud,mace,,Q1882876
musckatt,nutmeg apple,,Q83165
musckatt blude,mace,,Q1882876
musckattblüde,mace,,Q1882876
musckatten,nutmeg apple,,Q83165
musckatten blude,mace,,Q1882876
musgat,nutmeg apple,,Q83165
musgattnus,nutmeg apple,,Q83165
muskat,nutmeg apple,,Q83165
muskatblumenn,mace,,Q1882876
muskatt,nutmeg apple,,Q83165
muskatten,nutmeg apple,,Q83165
mussgatnus,nutmeg apple,,Q83165
mussgatt pluot,mace,,Q1882876
mußkattenblude,mace,,Q1882876
musßgat,nutmeg apple,,Q83165
mustacblüt,mace,,Q1882876
mustat,nutmeg apple,,Q83165
muestat,nutmeg apple,,Q83165
musten,fruit juice,,Q20932605
muszkrude,herbaceous plant,,Q190903
mutschel,unsolved,,Q0
mylch,milk,warningKONTEXT,Q8495
myncz,mint,,Q27640062
mynczen,mint,,Q27640062
mynczen pletter,mint,,Q27640062
mynczen saff,mint juice,,Q107246647
mynczenpletter,mint,,Q27640062
mynczn,mint,,Q27640062
mynncz,mint,,Q27640062
mynnczen,mint,,Q27640062
mynnczn,mint,,Q27640062
myntz,mint,,Q27640062
myntze,mint,,Q27640062
myntzen,mint,,Q27640062
myntzn,mint,,Q27640062
myspelen,medlar,,Q3092517
naeegel,clove,,Q15622897
naegel,clove,,Q15622897
naegelein,clove,,Q15622897
naegelin,clove,,Q15622897
naegell,clove,,Q15622897
naeggelein,clove,,Q15622897
naegleynn,clove,,Q15622897
nagel,clove,,Q15622897
nagel,clove,,Q15622897
nägel,clove,,Q15622897
nägel,clove,,Q15622897
nägelach,clove,,Q15622897
nagelein,clove,,Q15622897
nägelein,clove,,Q15622897
nageleyn,clove,,Q15622897
nägelin,clove,,Q15622897
nagell,clove,,Q15622897
nägell,clove,,Q15622897
nagellein,clove,,Q15622897
nägellein,clove,,Q15622897
nagl,clove,,Q15622897
nagl ,clove,,Q15622897
naglein,clove,,Q15622897
näglein,clove,,Q15622897
nagll,clove,,Q15622897
narde,spikenard,,Q24853263
nardo,spikenard,,Q24853263
nardus,spikenard,,Q24853263
naterczungen,unsolved,,Q0
neagelein,clove,,Q15622897
necz,caul fat,,Q662490
necze,caul fat,,Q662490
neczel,caul fat,,Q662490
neagel,clove,,Q15622897
neegel,clove,,Q15622897
negel,clove,,Q15622897
negela,clove,,Q15622897
negelach,clove,,Q15622897
neegelein,clove,,Q15622897
negelein,clove,,Q15622897
negeleinn,clove,,Q15622897
negele,clove,,Q15622897
negelen,clove,,Q15622897
negelin,clove,,Q15622897
negell,clove,,Q15622897
negellein,clove,,Q15622897
negelleyn,clove,,Q15622897
negelli,clove,,Q15622897
negellin,clove,,Q15622897
negellnn,clove,,Q15622897
negellstupp,clove,,Q15622897
negeln,clove,,Q15622897
negili,clove,,Q15622897
neglein,clove,,Q15622897
neglenn,clove,,Q15622897
neglichen,clove,,Q15622897
neglin,clove,,Q15622897
negllein,clove,,Q15622897
negln,clove,,Q15622897
neglyn,clove,,Q15622897
neilken,clove,,Q15622897
nelken,clove,,Q15622897
nesel,stinging nettle,,Q155909
nesel wuertz,stinging nettle,,Q155909
nesel wurtz,stinging nettle,,Q155909
nesle,stinging nettle,,Q155909
neslenn,stinging nettle,,Q155909
nesler wrczen,stinging nettle,,Q155909
nespel,medlar,,Q3092517
nespeln,medlar,,Q3092517
nespelnn,medlar,,Q3092517
nespile,medlar,,Q3092517
nespla,medlar,,Q3092517
nesplan,medlar,,Q3092517
nesplen,medlar,,Q3092517
nessel,stinging nettle,,Q155909
nessel waser,nettle broth,,Q107246652
nessel wasser,nettle broth,,Q107246652
nessel wurczen,stinging nettle,,Q155909
nesselen,stinging nettle,,Q155909
nesseln,stinging nettle,,Q155909
nesselnn,stinging nettle,,Q155909
nesselwuertz,stinging nettle,,Q155909
nesselwurtz,stinging nettle,,Q155909
nesselwürtz,stinging nettle,,Q155909
nessel wuercz,stinging nettle,,Q155909
nestel,strip of skin,warningANIMAL,Q107246758
netcz,caul fat,,Q662490
netz,caul fat,,Q662490
netzl,caul fat,,Q662490
neunaugen,lamprey,,Q261485
newn aeugen,lamprey,,Q261485
newn auegel,lamprey,,Q261485
newn auegen,lamprey,,Q261485
newnn aeugen,lamprey,,Q261485
newnuaugen,lamprey,,Q261485
neyterle,unsolved,,
nez,caul fat,,Q662490
nezzel,stinging nettle,,Q155909
nieren,kidney,warningANIMAL,Q9377
nierenn,kidney,warningANIMAL,Q9377
niern,kidney,warningANIMAL,Q9377
nießwurtz,christmas rose,,Q147834
nieswurz,christmas rose,,Q147834
niswürcz,christmas rose,,Q147834
niswürcz,christmas rose,,Q147834
nögelach,clove,,Q15622897
nucis muscatis,nutmeg apple,,Q83165
nucum gallicarum,walnut,,Q208021
nuenaugen,lamprey,,Q261485
nues,nut,warningKONTEXT,Q11009
nueskerenn,nut,,Q11009
nueskern,nut,,Q11009
nues kernen,nut,,Q11009
nues milich,nut milk,,Q107246657
nuess,nut,warningKONTEXT,Q11009
nueß,nut,warningKONTEXT,Q11009
nuessen,nut,warningKONTEXT,Q11009
nueßen,nut,warningKONTEXT,Q11009
nuesss,nut,warningKONTEXT,Q11009
nuesz,nut,warningKONTEXT,Q11009
nuesz milch,nut milk,,Q107246657
nuesze,nut,warningKONTEXT,Q11009
nueszen,nut,warningKONTEXT,Q11009
nuez,nut,warningKONTEXT,Q11009
nuezz,nut,warningKONTEXT,Q11009
nuezz milich,nut milk,,Q107246657
nuezze,nut,warningKONTEXT,Q11009
nuezze kern,nut,warningKONTEXT,Q11009
nuezzen,nut,warningKONTEXT,Q11009
nugatt,nutmeg apple,,Q83165
nuoß,nut,warningKONTEXT,Q11009
nuosz milich,nut milk,,Q107246657
nus,nut,warningKONTEXT,Q11009
nus kerne,nut,,Q11009
nus kernen,nut,,Q11009
nus kernn,nut,,Q11009
nus kernn,nut,,Q11009
nusmilich,nut milk,,Q107246657
nus milich,nut milk,,Q107246657
nus milch,nut milk,,Q107246657
nuscatt bluede,mace,,Q1882876
nuscherenn,nut,,Q11009
nusgat,nutmeg apple,,Q83165
nusgattnus,nutmeg apple,,Q83165
nusget,nutmeg apple,,Q83165
nuskeren,nut,,Q11009
nuskern,nut,,Q11009
nuskernn,nut,,Q11009
nusol,nut oil,,Q41150815
nuss,nut,warningKONTEXT,Q11009
nuß,nut,warningKONTEXT,Q11009
nüss,nut,warningKONTEXT,Q11009
nüß,nut,warningKONTEXT,Q11009
nuss cheren,nut,,Q11009
nuß cheren,nut,,Q11009
nuss ckernn,nut,,Q11009
nuss keren,nut,,Q11009
nuß keren,nut,,Q11009
nuß kern,nut,,Q11009
nuß kernen,nut,,Q11009
nuss kernn,nut,,Q11009
nuß milch,nut milk,,Q107246657
nuss milich,nut milk,,Q107246657
nuße,nut,warningKONTEXT,Q11009
nussen,nut,warningKONTEXT,Q11009
nußen,nut,warningKONTEXT,Q11009
nüssen,nut,warningKONTEXT,Q11009
nussgatnus,nutmeg apple,,Q83165
nussgatt pluot,mace,,Q1882876
nußkern,nut,warningKONTEXT,Q11009
nußkerren,nut,warningKONTEXT,Q11009
nusß,nut,warningKONTEXT,Q11009
nusßgat,nutmeg apple,,Q83165
nusz,nut,warningKONTEXT,Q11009
nüsz,nut,warningKONTEXT,Q11009
nusz chern von nueszenn,nut,warningKONTEXT,Q11009
nusz milich,nut milk,,Q107246657
nüsze,nut,warningKONTEXT,Q11009
nuszen,nut,warningKONTEXT,Q11009
nuszmilich,nut milk,,Q107246657
nuz milich,nut milk,,Q107246657
nuzz,nut,warningKONTEXT,Q11009
nuzz milch,nut milk,,Q107246657
nuzze,nut,warningKONTEXT,Q11009
nyeren,kidney,warningANIMAL,Q9377
nyern,kidney,warningANIMAL,Q9377
nyern ains Iungen pokchs,goat kidney,,Q107246618
nygella,clove,,Q15622897
nysße,nut,warningKONTEXT,Q11009
obblaten,wafer,,Q1226651
ober milch,cream,,Q13228
oberen milich,cream,,Q13228
obez,fruit,warningKONTEXT,Q3314483
obisz,fruit,,Q3314483
obladen,wafer,,Q1226651
oblaid,wafer,,Q1226651
oblait,wafer,,Q1226651
oblat,wafer,,Q1226651
oblaten,wafer,,Q1226651
oblath,wafer,,Q1226651
oblatt,wafer,,Q1226651
obry milch,cream,,Q13228
obry milich,cream,,Q13228
obs,fruit,warningKONTEXT,Q3314483
obß,fruit,warningKONTEXT,Q3314483
öbsz,fruit,warningKONTEXT,Q3314483
öbsz,fruit,warningKONTEXT,Q3314483
ochsen zungenn,alkanet,,Q27946
ochsenzung,alkanet,,Q27946
oehl,cooking oil,,Q427457
oel,cooking oil,,Q427457
oel sisamini,sesame oil,,Q212317
oel sisamino,sesame oil,,Q212317
oel sisaminum,sesame oil,,Q212317
oel sysamini,sesame oil,,Q212317
oel sysamini,sesame oil,,Q212317
oel sysamino,sesame oil,,Q212317
oel von vnczeitigen oelpeern,olive oil,,Q93165
oel von vnczeitigen oelpern,olive oil,,Q93165
oele,cooking oil,,Q427457
oell,cooking oil,,Q427457
oelpeern,olive,,Q1621080
oelpern,olive,,Q1621080
oels,cooking oil,,Q427457
oels sisamini,sesame oil,,Q212317
oels von vnczeitigen oelpern,olive oil,,Q93165
oely,cooking oil,,Q427457
oepfel,apple,,Q89
oepfel schrot,apple,,Q89
oepffel,apple,,Q89
oepffeel,apple,,Q89
oepffelen,apple,,Q89
oepffeln,apple,,Q89
oepflenn,apple,,Q89
oephel,apple,,Q89
oephell,apple,,Q89
oephl,apple,,Q89
oeppfel,apple,,Q89
oeppfel schnicz,apple,,Q89
oeppfelen,apple,,Q89
oeppfell,apple,,Q89
oeppfeln,apple,,Q89
oeppffel,apple,,Q89
oeppffeln,apple,,Q89
oeppheln,apple,,Q89
oeren,pig's ear,warningANIMAL,Q2255814
oerwenglein,unsolved,,Q0
oerwenglen,unsolved,,Q0
oesel,unsolved,,Q0
oesych,vinegar,,Q41354
ohsen spec,bacon,,Q11106
oil,eel,,Q79213588
oile,eel,,Q79213588
ol,cooking oil,,Q427457
öl,cooking oil,,Q427457
olant,elecampane,,Q697416
olant wuertz,elecampane,,Q697416
olant wurtz,elecampane,,Q697416
olantz,elecampane,,Q697416
ole,cooking oil,,Q427457
öle,cooking oil,,Q427457
olein,cooking oil,,Q427457
oley,cooking oil,,Q427457
oll,cooking oil,,Q427457
öll,cooking oil,,Q427457
olpern,olive,,Q1621080
ols sisamini,sesame oil,,Q212317
opell,apple,,Q89
opfel,apple,,Q89
öpfel,apple,,Q89
opfel müz,apple,,Q89
opfelen,apple,,Q89
öpfelinn,apple,,Q89
opfell,apple,,Q89
opfeln,apple,,Q89
opfelnn,apple,,Q89
opffel,apple,,Q89
öpffel,apple,,Q89
öpffelen,apple,,Q89
opffell,apple,,Q89
opffelln,apple,,Q89
opffeln,apple,,Q89
öpffeln,apple,,Q89
opfhel ,apple,,Q89
opfhell,apple,,Q89
öpflenn,apple,,Q89
öpfll,apple,,Q89
ophel,apple,,Q89
öphel,apple,,Q89
ophelen,apple,,Q89
ophell ,apple,,Q89
opheln,apple,,Q89
ophelnn,apple,,Q89
ophfel,apple,,Q89
ophfell,apple,,Q89
öphl,apple,,Q89
oppefel,apple,,Q89
oppeffel,apple,,Q89
öppeffel,apple,,Q89
oppel,apple,,Q89
oppfel,apple,,Q89
öppfel,apple,,Q89
öppfele,apple,,Q89
oppfelen,apple,,Q89
öppfelen,apple,,Q89
öppfell,apple,,Q89
oppfeln,apple,,Q89
öppfeln,apple,,Q89
oppffel,apple,,Q89
öppffel,apple,,Q89
oppffell,apple,,Q89
öppffeln,apple,,Q89
oppflen,apple,,Q89
opphel,apple,,Q89
opphell,apple,,Q89
oppheln,apple,,Q89
öppheln,apple,,Q89
oren,ear,warningANIMAL,Q7362
orenn,pig's ear,,Q2255814
orn,pig's ear,warningANIMAL,Q2255814
orschwmerbs,earwax,,Q76418
orwang,pig jaw,,Q962330
orwangen,pig jaw,,Q962330
orwengelein,unsolved,,Q0
otter schwancz,otter tail,,Q107246693
otter schwanncz,otter tail,,Q107246693
ovppfel,apple,,Q89
